User-ID,ISBN,Book-Rating
1,9780141439556,0
1,9780440212560,6
1,9780547928227,1
1,9780156029438,10
1,9780451524935,0
1,9781501110368,0
1,9780316015844,9
1,9780307472880,7
1,9780446605236,10
1,9780525478812,7
1,9780141439518,8
1,9780143124542,7
1,9780307887436,3
1,9780312674397,2
1,9780812981605,1
1,9780679732761,7
1,9780142437209,10
1,9780062024039,1
1,9780345337665,0
1,9780140280098,7
2,9780312924584,10
2,9780060883287,1
2,9780399590504,1
2,9780547928227,2
2,9780062073488,9
2,9781503278921,6
2,9780143113492,9
2,9780553380958,8
2,9780394758282,7
2,9780307472880,6
2,9780451524935,7
2,9780441478125,9
2,9780553293357,6
2,9780553103540,3
2,9780307588364,8
2,9780060850524,8
2,9780441569595,9
2,9780812550702,10
2,9780553418026,10
2,9780062693662,10
2,9780441172719,10
2,9780307341556,0
2,9781594634024,8
2,9780553283686,10
2,9781250301697,7
2,9780307474278,10
2,9780307454546,9
2,9780307887436,8
2,9780345391803,10
3,9780553418026,10
3,9780743273565,2
3,9780807014295,8
3,9780553380163,10
3,9780553380958,10
3,9780525478812,3
3,9780441569595,10
3,9780142437247,5
3,9780441172719,7
3,9780441478125,6
3,9780307887436,6
3,9780345391803,9
3,9780307352149,10
3,9780812981605,6
3,9780062316097,10
3,9780399590504,9
3,9780553283686,9
3,9780553293357,9
3,9780060850524,0
3,9780062457714,8
3,9780374533557,9
3,9780451524935,9
3,9780062407801,10
3,9780735211292,9
3,9780307588364,5
3,9780375826696,0
3,9780316017930,9
3,9781524763138,10
3,9780812550702,9
3,9780440414803,1
3,9780544336261,2
4,9780441172719,1
4,9780062094354,9
4,9781501142970,7
4,9780307341556,1
4,9780062259653,9
4,9780380729407,0
4,9780486411095,10
4,9780060850524,4
4,9780307743683,9
4,9780345391803,0
4,9780812550702,2
4,9781501156751,10
4,9780143039983,7
4,9780307743657,6
4,9780345337665,10
4,9780486282114,8
4,9780547928227,6
4,9780486266847,6
5,9780062094354,0
5,9780440414803,0
5,9780553283686,9
5,9780765326355,1
5,9780812981605,0
5,9780441172719,7
5,9780812550702,9
5,9780439023528,3
5,9780553418026,10
5,9780441478125,8
5,9780307887436,0
5,9780441569595,8
5,9780553380958,10
5,9780553293357,10
5,9780064404990,0
5,9780060850524,7
5,9780345391803,8
5,9780451524935,8
5,9780679732761,1
6,9780312924584,0
6,9780062024039,0
6,9780143113492,7
6,9780062073488,10
6,9781250301697,9
6,9780307887436,3
6,9781594634024,6
6,9780812981605,2
6,9780553103540,2
6,9780307341556,8
6,9780735211292,0
6,9780679879244,2
6,9780307588364,9
6,9780307454546,0
6,9780062693662,8
6,9780307474278,10
6,9780812550702,5
6,9780394758282,9
6,9781503278921,10
7,9781400033416,10
7,9780307743683,4
7,9780141439518,1
7,9780679732761,9
7,9780143039433,9
7,9780143035008,8
7,9780486415871,7
7,9780441478125,5
7,9780316769488,9
7,9780060883287,0
7,9781400079988,9
7,9781524763138,6
7,9780440212560,3
7,9780743273565,7
7,9780060935467,10
7,9780345391803,4
7,9780380729407,0
7,9780142437247,9
7,9780440180296,9
8,9780679879244,7
8,9780756404741,0
8,9780786838653,9
8,9780345391803,0
8,9780375826696,9
8,9780618640157,10
8,9780064404990,9
8,9780307454546,2
8,9780765311788,9
8,9780553103540,0
8,9780590353427,0
8,9780385737951,1
8,9780765326355,7
8,9780486282114,4
8,9780441478125,4
9,9780618640157,0
9,9780441478125,5
9,9780553380958,2
9,9780307352149,9
9,9780062316097,10
9,9780062407801,0
9,9780765311788,7
9,9780679879244,9
9,9780812981605,8
9,9780143039433,1
9,9780064404990,6
9,9780062457714,10
9,9780756404741,10
9,9780735211292,8
9,9780399590504,7
9,9780765326355,10
9,9780807014295,10
9,9780451524935,0
9,9781524763138,8
9,9780316017930,0
9,9780375826696,8
9,9780143113492,3
9,9780307341556,3
9,9780812548051,8
9,9780374533557,6
9,9780590353427,7
9,9780553380163,10
9,9780553103540,10
9,9780786838653,9
9,9780547928227,9
10,9781250301697,9
10,9781594634024,10
10,9781503278921,9
10,9780141439518,1
10,9780307352149,0
10,9780544336261,5
10,9780062457714,3
10,9780062693662,10
10,9781400033416,0
10,9780307474278,0
10,9780062073488,7
10,9780440180296,4
10,9780312924584,7
10,9780143113492,0
10,9780143124542,5
10,9780385737951,4
10,9780307341556,9
10,9780307454546,9
10,9780394758282,8
10,9780307588364,9
11,9780486411095,7
11,9781250012579,5
11,9780316015844,7
11,9780141439556,7
11,9780143113492,5
11,9780140280098,7
11,9780143124542,10
11,9780440212560,6
11,9780142437209,10
11,9780062094354,3
11,9780553103540,5
11,9780553283686,7
11,9781501110368,8
11,9780142410318,0
12,9780440212560,8
12,9780375826696,9
12,9780141439556,0
12,9780756404741,10
12,9780140280098,10
12,9780141439518,10
12,9780553103540,8
12,9780765326355,10
12,9780525478812,9
12,9781400033416,1
12,9780064404990,10
12,9780446605236,0
12,9780156029438,9
12,9780765311788,10
12,9780590353427,8
12,9781501110368,8
12,9780062024039,3
12,9780618640157,8
12,9780812548051,8
12,9780380729407,3
12,9780786838653,7
12,9780316015844,8
12,9781524763138,4
12,9780679879244,8
12,9780060935467,5
12,9780142437209,9
12,9780307472880,10
12,9780547928227,10
12,9780143124542,9
13,9780141439518,8
13,9780765311788,10
13,9780307472880,8
13,9780756404741,7
13,9780679879244,8
13,9780316015844,6
13,9780143124542,8
13,9780553103540,9
13,9780140280098,9
13,9781501110368,9
13,9780440212560,0
13,9780141439556,8
13,9780525478812,10
13,9780446605236,7
13,9780590353427,0
13,9780679732761,2
13,9780062457714,6
13,9780618640157,0
13,9780547928227,10
13,9780812550702,2
13,9780375826696,10
13,9780553418026,3
13,9780786838653,9
13,9780142437209,10
13,9780394758282,5
13,9780812548051,6
13,9780156029438,10
13,9780143035008,3
13,9780765326355,8
13,9780064404990,9
14,9780307588364,0
14,9780307474278,8
14,9780399590504,5
14,9780307454546,9
14,9780756404741,5
14,9780143113492,6
14,9780394758282,8
14,9780062693662,9
14,9781250301697,9
14,9780441172719,7
14,9781501156751,3
14,9780765326355,2
14,9780307341556,0
14,9781503278921,9
14,9780062073488,0
14,9780679879244,4
14,9780312924584,9
14,9780765311788,0
14,9781594634024,10
14,9780590353427,1
15,9780060883287,9
15,9780451524935,0
15,9780553380163,4
15,9780345391803,7
15,9780316769488,7
15,9780553380958,0
15,9780553283686,10
15,9780142437247,8
15,9780143035008,10
15,9780679732761,7
15,9780553418026,0
15,9780441478125,9
15,9780143039433,7
15,9780486415871,9
15,9780441569595,9
15,9781501142970,0
15,9781400033416,8
15,9780812550702,9
15,9781627792127,7
15,9780060850524,9
15,9780441172719,10
15,9780307341556,3
15,9780440180296,8
15,9780307887436,0
15,9780060935467,0
15,9780743273565,0
15,9780553293357,10
15,9781400079988,7
15,9780486282114,1
16,9780064404990,8
16,9780547928227,0
16,9780307341556,6
16,9780618640157,8
16,9780441478125,3
16,9780486266847,1
16,9780786838653,9
16,9780765326355,7
16,9780590353427,9
16,9780812548051,8
16,9780307454546,0
16,9780440180296,1
16,9780765311788,0
16,9780375826696,9
16,9780679879244,8
16,9780553103540,9
16,9780544336261,4
16,9780756404741,7
16,9780156029438,5
17,9781503278921,10
17,9780307743683,0
17,9780307341556,7
17,9780060935467,4
17,9780143113492,8
17,9780307588364,8
17,9780312924584,6
17,9780394758282,7
17,9780345391803,3
17,9781594634024,10
17,9781250301697,7
17,9780486415871,1
17,9780142410370,4
17,9780062073488,6
17,9780553380163,2
17,9780440212560,3
17,9780307474278,10
17,9780307454546,9
17,9780064404990,2
17,9780062693662,9
18,9780062457714,9
18,9780062316097,7
18,9780316017930,10
18,9780441172719,8
18,9780553293357,10
18,9780060850524,10
18,9780735211292,6
18,9780307352149,9
18,9780812981605,0
18,9780451524935,8
18,9780140280098,1
18,9780345391803,10
18,9780441569595,10
18,9780553380958,9
18,9780553283686,10
18,9780441478125,7
18,9780807014295,9
18,9780316015844,2
18,9780812550702,0
18,9780399590504,8
18,9780060883287,4
18,9781524763138,8
18,9780307887436,8
18,9780553380163,10
18,9780062407801,9
18,9780374533557,7
18,9780547928227,1
18,9780553418026,9
18,9780765311788,5
19,9780062073488,4
19,9780140280098,7
19,9780142437209,10
19,9780143113492,1
19,9780156029438,0
19,9780446605236,10
19,9780307472880,10
19,9780141439556,10
19,9780525478812,9
19,9781501142970,2
19,9781400079988,7
19,9780486266847,7
19,9780143124542,10
19,9781501110368,10
19,9780141439518,7
19,9780807014295,1
19,9780765326355,1
19,9780440212560,0
20,9780143039433,0
20,9780812981605,2
20,9781501110368,2
20,9780440180296,10
20,9780060935467,7
20,9780743273565,9
20,9780679732761,10
20,9780316769488,10
20,9780679879244,3
20,9781524763138,1
20,9780446605236,1
20,9780142437247,9
20,9780756404741,7
20,9780143035008,0
20,9780060883287,10
20,9780375826696,0
20,9781400079988,10
20,9781400033416,9
20,9780486415871,10
21,9780307454546,0
21,9780140280098,9
21,9780441172719,3
21,9780345337665,3
21,9780143124542,8
21,9780525478812,10
21,9780307352149,2
21,9780143035008,1
21,9780446605236,9
21,9780156029438,0
21,9780440212560,10
21,9780142410370,1
21,9780141439556,9
21,9780142437209,6
21,9780141439518,9
21,9780316015844,0
21,9780307472880,9
21,9780394758282,3
21,9781501110368,8
22,9780316769488,1
22,9780385737951,10
22,9780142410370,8
22,9780439023528,10
22,9780765311788,3
22,9781627792127,8
22,9780553380958,1
22,9780440414803,8
22,9780142410318,7
22,9780375869020,7
22,9780544336261,0
22,9781451696196,0
22,9780590353427,5
22,9780312674397,0
22,9780141439518,5
22,9780062024039,0
22,9780812550702,0
22,9781250012579,9
23,9780441478125,7
23,9780679732761,1
23,9780345391803,7
23,9780141439518,6
23,9780060850524,10
23,9780553380958,0
23,9780307454546,3
23,9780553418026,8
23,9780441172719,9
23,9780451524935,7
23,9780441569595,8
23,9781451696196,2
23,9780307887436,0
23,9780553293357,7
23,9780812550702,0
23,9780553283686,0
23,9780156029438,4
24,9780399590504,0
24,9780812550702,10
24,9780486266847,5
24,9780553283686,7
24,9780307454546,1
24,9780441569595,10
24,9781501110368,2
24,9780345391803,9
24,9780441478125,10
24,9780441172719,10
24,9780060850524,10
24,9780451524935,10
24,9780553418026,10
24,9780307887436,7
24,9780553293357,7
24,9781250301697,2
24,9780553380958,6
24,9780140280098,5
24,9780060883287,1
25,9780156029438,6
25,9780812550702,10
25,9780345337665,4
25,9780441569595,7
25,9780141439518,9
25,9780441478125,0
25,9780812981605,4
25,9780451524935,9
25,9780140280098,10
25,9780062073488,2
25,9780062457714,7
25,9780307887436,8
25,9781594634024,2
25,9781501110368,0
25,9780440212560,0
25,9780525478812,8
25,9780553418026,6
25,9780553283686,8
25,9780553293357,0
25,9780141439556,8
25,9780143124542,9
25,9780142437209,9
25,9780345391803,10
25,9780307472880,0
26,9780374533557,2
26,9780307588364,10
26,9780062693662,0
26,9780590353427,2
26,9780307454546,8
26,9780307887436,10
26,9780553418026,10
26,9780143113492,9
26,9780394758282,8
26,9781503278921,9
26,9781501156751,2
26,9780553380958,0
26,9780060883287,3
26,9780307341556,9
26,9780062073488,9
26,9780441478125,9
26,9780307474278,9
26,9780553283686,9
26,9780441172719,7
26,9780553293357,9
26,9781501110368,7
26,9781250301697,9
26,9780060850524,10
26,9780765326355,7
26,9780441569595,6
26,9781501142970,3
26,9780451524935,10
26,9781594634024,10
26,9780345391803,10
26,9780812550702,9
26,9780312924584,8
27,9780143035008,10
27,9780143039433,8
27,9780679732761,7
27,9780440180296,10
27,9781400079988,0
27,9780156029438,0
27,9780060883287,10
27,9780544336261,10
27,9781250012579,10
27,9780440414803,10
27,9781451696196,7
27,9780062024039,8
27,9780316769488,8
27,9780441569595,2
27,9780486415871,7
27,9780060935467,10
27,9780062094354,2
27,9780385737951,9
27,9780439023528,10
27,9781627792127,9
27,9781400033416,10
27,9780142410370,10
27,9780756404741,4
27,9780312674397,6
27,9780743273565,9
27,9780142437247,9
27,9780375869020,10
27,9780142410318,8
28,9780440180296,10
28,9780312674397,3
28,9780140280098,4
28,9780679732761,10
28,9780385737951,4
28,9781451696196,2
28,9781400079988,10
28,9780451524935,3
28,9780316769488,0
28,9780743273565,0
28,9780553380958,4
28,9781400033416,7
28,9780060883287,9
28,9780060935467,7
28,9780486415871,9
28,9780590353427,5
28,9780143039433,10
28,9780765311788,5
28,9780142437247,9
28,9780143035008,8
29,9781501110368,3
29,9780399590504,9
29,9780374533557,7
29,9780486266847,1
29,9780062407801,10
29,9780307341556,9
29,9781503278921,0
29,9780394758282,9
29,9780307352149,8
29,9780735211292,9
29,9780316017930,7
29,9780812981605,8
29,9780062693662,10
29,9781594634024,10
29,9780062316097,6
29,9780307588364,0
29,9780062073488,10
29,9781250301697,10
29,9781524763138,10
29,9780553380163,7
29,9780807014295,0
29,9780312924584,8
29,9780143113492,10
29,9780307454546,10
29,9780062457714,10
29,9780307474278,0
30,9780544336261,10
30,9781501156751,7
30,9780440414803,9
30,9781627792127,6
30,9780812548051,0
30,9780062094354,6
30,9780143039983,10
30,9780312674397,10
30,9780062259653,6
30,9780142410370,10
30,9780743273565,3
30,9780486411095,10
30,9780345337665,0
30,9781501142970,0
30,9780307743657,7
30,9780618640157,3
30,9781250012579,10
30,9780141439518,3
30,9780439023528,9
30,9780307743683,9
30,9780142410318,0
30,9780486266847,10
30,9780380729407,6
30,9780375869020,10
30,9780486282114,9
30,9780385737951,10
30,9780062024039,7
30,9781451696196,9
